Réseaux en fibre optique jusqu'à l'abonné (FttH),,,,
Déploiement par EPCI,,,,
,,,,
,,,,
Siren EPCI,Champ,T3 2017,T4 2017,T1 2018
247000367,Catégorie,0,0,0
247000623,Locaux Raccordables,0,0,0
247000623,Catégorie,0,0,0
247000664,Locaux Raccordables,0,0,0
247000664,Catégorie,0,0,0
247000698,Locaux Raccordables,0,0,0
247000698,Catégorie,0,0,0
247000706,Locaux Raccordables,0,0,0
247000706,Catégorie,0,0,0
247000714,Locaux Raccordables,0,0,0
247000714,Catégorie,0,0,0
247000722,Locaux Raccordables,0,0,0
247000722,Catégorie,0,0,0
247000755,Locaux Raccordables,0,0,0
247000755,Catégorie,0,0,0
247000821,Locaux Raccordables,0,0,0
247000821,Catégorie,0,0,0
247000854,Locaux Raccordables,0,0,0
247000854,Catégorie,0,0,0
247100290,Locaux Raccordables,549,896,1950
247100290,Catégorie,5,5,5
247100589,Locaux Raccordables,24277,24644,26020
247100589,Catégorie,25,25,25
247100639,Locaux Raccordables,0,0,0
247100639,Catégorie,0,0,0
247100647,Locaux Raccordables,0,0,0
247100647,Catégorie,0,0,0
247103765,Locaux Raccordables,0,0,0
247103765,Catégorie,0,0,0
247103864,Locaux Raccordables,0,0,0
247103864,Catégorie,0,0,0
247104094,Locaux Raccordables,0,0,0
247104094,Catégorie,0,0,0
247200090,Locaux Raccordables,1654,1750,2409
247200090,Catégorie,10,10,10
247200132,Locaux Raccordables,51231,55370,58840
247200132,Catégorie,25,25,50
247200348,Locaux Raccordables,0,1624,1630
247200348,Catégorie,0,10,10
247200421,Locaux Raccordables,0,0,0
247200421,Catégorie,0,0,0
247200447,Locaux Raccordables,0,0,0
247200447,Catégorie,0,0,0
247200629,Locaux Raccordables,0,1061,1062
247200629,Catégorie,0,5,5
247200686,Locaux Raccordables,0,0,304
247200686,Catégorie,0,0,5
247300015,Locaux Raccordables,0,0,0
247300015,Catégorie,0,0,0
247300254,Locaux Raccordables,0,0,0
247300254,Catégorie,0,0,0
247300262,Locaux Raccordables,0,0,0
247300262,Catégorie,0,0,0
247300361,Locaux Raccordables,0,0,0
247300361,Catégorie,0,0,0
247300452,Locaux Raccordables,0,0,0
247300452,Catégorie,0,0,0
247300528,Locaux Raccordables,0,0,0
247300528,Catégorie,0,0,0
247300668,Locaux Raccordables,0,0,0
247300668,Catégorie,0,0,0
247300676,Locaux Raccordables,0,0,0
247300676,Catégorie,0,0,0
247300817,Locaux Raccordables,0,0,0
247300817,Catégorie,0,0,0
247400047,Locaux Raccordables,0,0,0
247400047,Catégorie,0,0,0
247400112,Locaux Raccordables,0,0,0
247400112,Catégorie,0,0,0
247400567,Locaux Raccordables,0,0,0
247400567,Catégorie,0,0,0
247400583,Locaux Raccordables,0,0,0
247400583,Catégorie,0,0,0
247400617,Locaux Raccordables,0,0,0
247400617,Catégorie,0,0,0
247400666,Locaux Raccordables,0,0,0
247400666,Catégorie,0,0,0
247400682,Locaux Raccordables,0,0,0
247400682,Catégorie,0,0,0
247400690,Locaux Raccordables,0,0,1915
247400690,Catégorie,0,0,5
247400724,Locaux Raccordables,0,0,0
247400724,Catégorie,0,0,0
247400740,Locaux Raccordables,0,0,0
247400740,Catégorie,0,0,0
247400773,Locaux Raccordables,0,0,0
247400773,Catégorie,0,0,0
247600497,Locaux Raccordables,0,0,0
247600497,Catégorie,0,0,0
247600505,Locaux Raccordables,0,0,0
247600505,Catégorie,0,0,0
247600539,Locaux Raccordables,0,0,0
247600539,Catégorie,0,0,0
247600588,Locaux Raccordables,0,0,0
247600588,Catégorie,0,0,0
247600596,Locaux Raccordables,61315,65539,69475
247600596,Catégorie,25,50,50
247600604,Locaux Raccordables,0,0,0
247600604,Catégorie,0,0,0
247600620,Locaux Raccordables,0,0,0
247600620,Catégorie,0,0,0
247600646,Locaux Raccordables,0,0,0
247600646,Catégorie,0,0,0
247600729,Locaux Raccordables,0,0,0
247600729,Catégorie,0,0,0
247600786,Locaux Raccordables,4709,5508,6056
247600786,Catégorie,10,10,10
247700032,Locaux Raccordables,0,0,0
247700032,Catégorie,0,0,0
247700057,Locaux Raccordables,25430,27066,28422
247700057,Catégorie,25,25,25
247700065,Locaux Raccordables,0,0,0
247700065,Catégorie,0,0,0
247700107,Locaux Raccordables,2470,3290,3338
247700107,Catégorie,10,10,10
247700339,Locaux Raccordables,14041,14433,14735
247700339,Catégorie,80,80,80
247700438,Locaux Raccordables,8036,10303,11029
247700438,Catégorie,50,50,50
247700594,Locaux Raccordables,2052,3217,5422
247700594,Catégorie,5,5,10
247700644,Locaux Raccordables,1625,1646,1664
247700644,Catégorie,10,10,10
247700701,Locaux Raccordables,3578,3836,3859
247700701,Catégorie,25,25,25
247800550,Locaux Raccordables,0,1227,1334
247800550,Catégorie,0,5,5
247800584,Locaux Raccordables,35195,46191,53575
247800584,Catégorie,25,25,25
247800618,Locaux Raccordables,0,0,0
247800618,Catégorie,0,0,0
247900798,Locaux Raccordables,0,0,0
247900798,Catégorie,0,0,0
248000499,Locaux Raccordables,4454,4454,4454
248000499,Catégorie,25,25,25
248000531,Locaux Raccordables,24437,28700,31126
248000531,Catégorie,25,25,25
248000747,Locaux Raccordables,0,0,4905
248000747,Catégorie,0,0,25
248100158,Locaux Raccordables,0,0,0
248100158,Catégorie,0,0,0
248100430,Locaux Raccordables,8925,9687,10610
248100430,Catégorie,10,10,10
248100497,Locaux Raccordables,0,0,0
248100497,Catégorie,0,0,0
248100737,Locaux Raccordables,13146,13824,14593
248100737,Catégorie,25,25,25
248100745,Locaux Raccordables,0,0,0
248100745,Catégorie,0,0,0
248200016,Locaux Raccordables,0,0,0
248200016,Catégorie,0,0,0
248200057,Locaux Raccordables,0,0,0
248200057,Catégorie,0,0,0
248200065,Locaux Raccordables,0,0,0
248200065,Catégorie,0,0,0
248200099,Locaux Raccordables,21710,22644,23381
248200099,Catégorie,50,50,50
248200107,Locaux Raccordables,0,0,0
248200107,Catégorie,0,0,0
248300394,Locaux Raccordables,0,0,0
248300394,Catégorie,0,0,0
248300410,Locaux Raccordables,900,1061,1068
248300410,Catégorie,5,5,5
248300493,Locaux Raccordables,5236,5362,5508
248300493,Catégorie,5,5,5
248300543,Locaux Raccordables,61997,66120,70725
248300543,Catégorie,10,25,25
248300550,Locaux Raccordables,0,0,0
248300550,Catégorie,0,0,0
248400053,Locaux Raccordables,2979,3797,4478
248400053,Catégorie,5,5,10
248400160,Locaux Raccordables,0,0,0
248400160,Catégorie,0,0,0
248400236,Locaux Raccordables,699,874,1411
248400236,Catégorie,5,5,5
248400251,Locaux Raccordables,23902,25594,27720
248400251,Catégorie,10,10,25
248400285,Locaux Raccordables,0,0,0
248400285,Catégorie,0,0,0
248400293,Locaux Raccordables,0,220,559
248400293,Catégorie,0,5,5
248400319,Locaux Raccordables,2266,2643,3357
248400319,Catégorie,10,10,10
248400335,Locaux Raccordables,2498,2519,2519
248400335,Catégorie,10,10,10
248500191,Locaux Raccordables,0,0,0
248500191,Catégorie,0,0,0
248500258,Locaux Raccordables,0,0,0
248500258,Catégorie,0,0,0
248500340,Locaux Raccordables,0,0,0
248500340,Catégorie,0,0,0
248500415,Locaux Raccordables,0,0,0
248500415,Catégorie,0,0,0
248500464,Locaux Raccordables,0,0,0
248500464,Catégorie,0,0,0
248500530,Locaux Raccordables,0,0,0
248500530,Catégorie,0,0,0
248500563,Locaux Raccordables,0,0,0
248500563,Catégorie,0,0,0
248500589,Locaux Raccordables,12894,13267,14692
248500589,Catégorie,25,25,25
248500621,Locaux Raccordables,0,0,0
248500621,Catégorie,0,0,0
248500662,Locaux Raccordables,0,0,0
248500662,Catégorie,0,0,0
248600413,Locaux Raccordables,4882,5470,5646
248600413,Catégorie,10,10,10
248600447,Locaux Raccordables,0,0,0
248600447,Catégorie,0,0,0
248700189,Locaux Raccordables,0,0,0
248700189,Catégorie,0,0,0
248719262,Locaux Raccordables,0,0,0
248719262,Catégorie,0,0,0
248719288,Locaux Raccordables,0,0,0
248719288,Catégorie,0,0,0
248719312,Locaux Raccordables,51939,57804,59688
248719312,Catégorie,25,25,25
248719338,Locaux Raccordables,0,0,0
248719338,Catégorie,0,0,0
248719353,Locaux Raccordables,0,0,0
248719353,Catégorie,0,0,0
248719361,Locaux Raccordables,0,0,0
248719361,Catégorie,0,0,0
248900334,Locaux Raccordables,669,1204,1842
248900334,Catégorie,5,5,5
248900383,Locaux Raccordables,0,0,0
248900383,Catégorie,0,0,0
248900524,Locaux Raccordables,0,0,0
248900524,Catégorie,0,0,0
248900664,Locaux Raccordables,0,0,0
248900664,Catégorie,0,0,0
248900748,Locaux Raccordables,0,0,0
248900748,Catégorie,0,0,0
248900896,Locaux Raccordables,0,0,0
248900896,Catégorie,0,0,0
248900938,Locaux Raccordables,0,0,0
248900938,Catégorie,0,0,0
249000241,Locaux Raccordables,0,0,0
249000241,Catégorie,0,0,0
249100074,Locaux Raccordables,0,0,0
249100074,Catégorie,0,0,0
249100157,Locaux Raccordables,0,0,0
249100157,Catégorie,0,0,0
249100546,Locaux Raccordables,0,0,0
249100546,Catégorie,0,0,0
249100553,Locaux Raccordables,0,0,0
249100553,Catégorie,0,0,0
249100595,Locaux Raccordables,0,0,0
249100595,Catégorie,0,0,0
249500109,Locaux Raccordables,78716,82528,84076
249500109,Catégorie,80,80,80
249500430,Locaux Raccordables,0,0,0
249500430,Catégorie,0,0,0
249500455,Locaux Raccordables,0,0,0
249500455,Catégorie,0,0,0
249500489,Locaux Raccordables,0,0,0
249500489,Catégorie,0,0,0
249500513,Locaux Raccordables,0,0,0
249500513,Catégorie,0,0,0
249710047,Locaux Raccordables,0,0,0
249710047,Catégorie,0,0,0
249710062,Locaux Raccordables,2168,3663,3926
249710062,Catégorie,5,5,5
249710070,Locaux Raccordables,3523,3631,3674
249710070,Catégorie,5,5,5
249720053,Locaux Raccordables,0,0,0
249720053,Catégorie,0,0,0
249720061,Locaux Raccordables,11683,15129,18979
249720061,Catégorie,10,10,10
249730037,Locaux Raccordables,0,0,0
249730037,Catégorie,0,0,0
249730045,Locaux Raccordables,6936,7760,8742
249730045,Catégorie,10,10,10
249730052,Locaux Raccordables,0,0,0
249730052,Catégorie,0,0,0
249740077,Locaux Raccordables,19066,28916,34252
249740077,Catégorie,10,25,25
249740085,Locaux Raccordables,9916,14197,16741
249740085,Catégorie,10,25,25
249740093,Locaux Raccordables,37132,40305,40869
249740093,Catégorie,50,50,50
249740101,Locaux Raccordables,53926,58117,62238
249740101,Catégorie,50,50,50
249740119,Locaux Raccordables,49160,56734,60470
249740119,Catégorie,50,50,50
