Réseaux en fibre optique jusqu'à l'abonné (FttH),,,,
Déploiement par Commune,,,,
,,,,
,,,,
Code commune,Champ,T3 2017,T4 2017,T1 2018
01453,Locaux Raccordables,0,0,0
01453,Catégorie,0,0,0
01454,Locaux Raccordables,0,0,0
01454,Catégorie,0,0,0
01456,Locaux Raccordables,0,0,0
01456,Catégorie,0,0,0
01457,Locaux Raccordables,446,446,446
01457,Catégorie,25,25,25
02001,Locaux Raccordables,0,0,246
02001,Catégorie,0,0,80
02002,Locaux Raccordables,0,276,277
02002,Catégorie,0,80,80
02003,Locaux Raccordables,4,4,4
02003,Catégorie,5,5,5
02004,Locaux Raccordables,0,0,0
02004,Catégorie,0,0,0
02005,Locaux Raccordables,0,0,0
02005,Catégorie,0,0,0
02006,Locaux Raccordables,0,0,0
02006,Catégorie,0,0,0
02007,Locaux Raccordables,0,0,0
02007,Catégorie,0,0,0
02008,Locaux Raccordables,0,0,0
02008,Catégorie,0,0,0
02009,Locaux Raccordables,0,0,0
02009,Catégorie,0,0,0
02010,Locaux Raccordables,0,0,0
02010,Catégorie,0,0,0
02011,Locaux Raccordables,0,0,0
02011,Catégorie,0,0,0
02012,Locaux Raccordables,0,0,0
02012,Catégorie,0,0,0
02013,Locaux Raccordables,0,0,0
02013,Catégorie,0,0,0
02014,Locaux Raccordables,0,0,0
02014,Catégorie,0,0,0
02015,Locaux Raccordables,0,0,0
02015,Catégorie,0,0,0
02016,Locaux Raccordables,0,0,0
02016,Catégorie,0,0,0
02017,Locaux Raccordables,0,0,0
02017,Catégorie,0,0,0
02018,Locaux Raccordables,0,0,0
02018,Catégorie,0,0,0
02019,Locaux Raccordables,0,0,0
02019,Catégorie,0,0,0
02020,Locaux Raccordables,0,0,0
02020,Catégorie,0,0,0
02021,Locaux Raccordables,0,0,0
02021,Catégorie,0,0,0
02022,Locaux Raccordables,0,0,0
02022,Catégorie,0,0,0
02023,Locaux Raccordables,0,0,0
02023,Catégorie,0,0,0
02024,Locaux Raccordables,0,0,0
02024,Catégorie,0,0,0
02025,Locaux Raccordables,0,0,0
02025,Catégorie,0,0,0
02027,Locaux Raccordables,0,0,0
02027,Catégorie,0,0,0
02028,Locaux Raccordables,0,0,0
02028,Catégorie,0,0,0
02029,Locaux Raccordables,0,0,0
02029,Catégorie,0,0,0
02030,Locaux Raccordables,0,0,0
02030,Catégorie,0,0,0
02031,Locaux Raccordables,0,0,0
02031,Catégorie,0,0,0
02032,Locaux Raccordables,0,0,0
02032,Catégorie,0,0,0
02033,Locaux Raccordables,0,0,0
02033,Catégorie,0,0,0
02034,Locaux Raccordables,0,0,0
02034,Catégorie,0,0,0
02035,Locaux Raccordables,0,0,0
02035,Catégorie,0,0,0
02036,Locaux Raccordables,0,0,0
02036,Catégorie,0,0,0
02037,Locaux Raccordables,0,0,0
02037,Catégorie,0,0,0
02038,Locaux Raccordables,0,0,0
02038,Catégorie,0,0,0
02039,Locaux Raccordables,0,0,0
02039,Catégorie,0,0,0
02040,Locaux Raccordables,0,0,0
02040,Catégorie,0,0,0
02041,Locaux Raccordables,0,0,0
02041,Catégorie,0,0,0
02042,Locaux Raccordables,0,0,0
02042,Catégorie,0,0,0
02043,Locaux Raccordables,0,0,0
02043,Catégorie,0,0,0
02044,Locaux Raccordables,0,0,0
02044,Catégorie,0,0,0
02046,Locaux Raccordables,0,0,0
02046,Catégorie,0,0,0
02047,Locaux Raccordables,0,0,0
02047,Catégorie,0,0,0
02048,Locaux Raccordables,0,0,0
02048,Catégorie,0,0,0
02049,Locaux Raccordables,0,0,0
02049,Catégorie,0,0,0
02050,Locaux Raccordables,0,0,0
02050,Catégorie,0,0,0
02051,Locaux Raccordables,0,0,0
02051,Catégorie,0,0,0
02052,Locaux Raccordables,0,0,0
02052,Catégorie,0,0,0
02053,Locaux Raccordables,0,0,0
02053,Catégorie,0,0,0
02054,Locaux Raccordables,0,0,0
02054,Catégorie,0,0,0
02055,Locaux Raccordables,0,0,0
02055,Catégorie,0,0,0
02056,Locaux Raccordables,0,0,0
02056,Catégorie,0,0,0
02057,Locaux Raccordables,0,0,651
02057,Catégorie,0,0,80
02058,Locaux Raccordables,0,0,0
02058,Catégorie,0,0,0
02059,Locaux Raccordables,0,0,0
02059,Catégorie,0,0,0
02060,Locaux Raccordables,0,0,129
02060,Catégorie,0,0,80
02061,Locaux Raccordables,0,0,121
02061,Catégorie,0,0,80
02062,Locaux Raccordables,0,0,0
02062,Catégorie,0,0,0
02063,Locaux Raccordables,0,0,0
02063,Catégorie,0,0,0
02064,Locaux Raccordables,1647,1652,1668
02064,Catégorie,80,80,80
02065,Locaux Raccordables,0,0,0
02065,Catégorie,0,0,0
02066,Locaux Raccordables,0,0,0
02066,Catégorie,0,0,0
02067,Locaux Raccordables,0,0,0
02067,Catégorie,0,0,0
02068,Locaux Raccordables,0,0,0
02068,Catégorie,0,0,0
02069,Locaux Raccordables,0,0,0
02069,Catégorie,0,0,0
02070,Locaux Raccordables,0,0,0
02070,Catégorie,0,0,0
02071,Locaux Raccordables,0,0,0
02071,Catégorie,0,0,0
02072,Locaux Raccordables,0,0,0
02072,Catégorie,0,0,0
02073,Locaux Raccordables,0,0,0
02073,Catégorie,0,0,0
02074,Locaux Raccordables,0,0,0
02074,Catégorie,0,0,0
02075,Locaux Raccordables,0,0,0
02075,Catégorie,0,0,0
02076,Locaux Raccordables,0,0,0
02076,Catégorie,0,0,0
02077,Locaux Raccordables,0,35,35
02077,Catégorie,0,10,10
02078,Locaux Raccordables,0,0,0
02078,Catégorie,0,0,0
02079,Locaux Raccordables,0,0,0
02079,Catégorie,0,0,0
02080,Locaux Raccordables,0,0,0
02080,Catégorie,0,0,0
02081,Locaux Raccordables,0,0,0
02081,Catégorie,0,0,0
02082,Locaux Raccordables,0,0,0
02082,Catégorie,0,0,0
02083,Locaux Raccordables,0,0,0
02083,Catégorie,0,0,0
02084,Locaux Raccordables,0,0,0
02084,Catégorie,0,0,0
02085,Locaux Raccordables,0,0,0
02085,Catégorie,0,0,0
02086,Locaux Raccordables,0,0,0
02086,Catégorie,0,0,0
02087,Locaux Raccordables,0,0,0
02087,Catégorie,0,0,0
02088,Locaux Raccordables,0,0,0
02088,Catégorie,0,0,0
02089,Locaux Raccordables,558,558,558
02089,Catégorie,80,80,80
02090,Locaux Raccordables,0,0,0
02090,Catégorie,0,0,0
02091,Locaux Raccordables,0,0,0
02091,Catégorie,0,0,0
02093,Locaux Raccordables,0,0,0
02093,Catégorie,0,0,0
02094,Locaux Raccordables,0,0,0
02094,Catégorie,0,0,0
02095,Locaux Raccordables,3080,3093,3111
02095,Catégorie,80,80,80
02096,Locaux Raccordables,0,0,0
02096,Catégorie,0,0,0
02097,Locaux Raccordables,0,0,0
02097,Catégorie,0,0,0
02098,Locaux Raccordables,0,0,0
02098,Catégorie,0,0,0
02099,Locaux Raccordables,0,0,0
02099,Catégorie,0,0,0
02100,Locaux Raccordables,0,0,0
02100,Catégorie,0,0,0
02101,Locaux Raccordables,0,0,0
02101,Catégorie,0,0,0
02102,Locaux Raccordables,0,0,0
02102,Catégorie,0,0,0
02103,Locaux Raccordables,0,0,0
02103,Catégorie,0,0,0
02104,Locaux Raccordables,0,0,0
02104,Catégorie,0,0,0
02105,Locaux Raccordables,0,0,0
02105,Catégorie,0,0,0
02106,Locaux Raccordables,0,0,0
02106,Catégorie,0,0,0
02107,Locaux Raccordables,0,0,0
02107,Catégorie,0,0,0
02108,Locaux Raccordables,0,0,0
02108,Catégorie,0,0,0
02109,Locaux Raccordables,0,0,0
02109,Catégorie,0,0,0
02110,Locaux Raccordables,0,0,0
02110,Catégorie,0,0,0
02111,Locaux Raccordables,0,0,0
02111,Catégorie,0,0,0
02112,Locaux Raccordables,0,0,0
02112,Catégorie,0,0,0
02114,Locaux Raccordables,0,0,0
02114,Catégorie,0,0,0
02115,Locaux Raccordables,0,0,0
02115,Catégorie,0,0,0
02116,Locaux Raccordables,0,0,0
02116,Catégorie,0,0,0
02117,Locaux Raccordables,0,0,0
02117,Catégorie,0,0,0
02118,Locaux Raccordables,0,0,0
02118,Catégorie,0,0,0
02119,Locaux Raccordables,0,0,0
02119,Catégorie,0,0,0
02120,Locaux Raccordables,0,0,0
02120,Catégorie,0,0,0
02121,Locaux Raccordables,0,0,0
02121,Catégorie,0,0,0
02122,Locaux Raccordables,0,0,0
02122,Catégorie,0,0,0
02123,Locaux Raccordables,0,0,0
02123,Catégorie,0,0,0
02124,Locaux Raccordables,0,0,0
02124,Catégorie,0,0,0
02125,Locaux Raccordables,0,0,0
02125,Catégorie,0,0,0
02126,Locaux Raccordables,0,0,0
02126,Catégorie,0,0,0
02127,Locaux Raccordables,0,0,0
02127,Catégorie,0,0,0
02128,Locaux Raccordables,0,0,0
02128,Catégorie,0,0,0
02129,Locaux Raccordables,0,0,0
02129,Catégorie,0,0,0
02130,Locaux Raccordables,0,0,0
02130,Catégorie,0,0,0
02131,Locaux Raccordables,1,1,1
02131,Catégorie,5,5,5
02132,Locaux Raccordables,0,0,0
02132,Catégorie,0,0,0
02133,Locaux Raccordables,0,0,0
02133,Catégorie,0,0,0
02134,Locaux Raccordables,0,0,0
02134,Catégorie,0,0,0
02135,Locaux Raccordables,0,0,0
02135,Catégorie,0,0,0
02136,Locaux Raccordables,0,0,0
02136,Catégorie,0,0,0
02137,Locaux Raccordables,0,0,0
02137,Catégorie,0,0,0
02138,Locaux Raccordables,0,0,0
02138,Catégorie,0,0,0
02139,Locaux Raccordables,0,0,0
02139,Catégorie,0,0,0
02140,Locaux Raccordables,0,0,0
02140,Catégorie,0,0,0
02141,Locaux Raccordables,0,902,902
02141,Catégorie,0,80,80
02142,Locaux Raccordables,74,77,77
02142,Catégorie,50,50,50
02143,Locaux Raccordables,0,0,0
02143,Catégorie,0,0,0
02144,Locaux Raccordables,0,0,80
02144,Catégorie,0,0,80
02145,Locaux Raccordables,0,0,0
02145,Catégorie,0,0,0
02146,Locaux Raccordables,0,0,0
02146,Catégorie,0,0,0
02148,Locaux Raccordables,0,0,0
02148,Catégorie,0,0,0
02149,Locaux Raccordables,0,0,0
02149,Catégorie,0,0,0
02150,Locaux Raccordables,0,0,0
02150,Catégorie,0,0,0
02151,Locaux Raccordables,0,0,0
02151,Catégorie,0,0,0
02152,Locaux Raccordables,0,0,0
02152,Catégorie,0,0,0
02153,Locaux Raccordables,0,0,0
02153,Catégorie,0,0,0
02154,Locaux Raccordables,0,0,0
02154,Catégorie,0,0,0
02155,Locaux Raccordables,0,0,0
02155,Catégorie,0,0,0
02156,Locaux Raccordables,0,0,0
02156,Catégorie,0,0,0
02157,Locaux Raccordables,0,0,0
02157,Catégorie,0,0,0
02158,Locaux Raccordables,0,0,0
02158,Catégorie,0,0,0
02159,Locaux Raccordables,0,0,0
02159,Catégorie,0,0,0
02160,Locaux Raccordables,0,0,0
02160,Catégorie,0,0,0
02162,Locaux Raccordables,0,0,0
02162,Catégorie,0,0,0
02163,Locaux Raccordables,0,0,0
02163,Catégorie,0,0,0
02164,Locaux Raccordables,0,0,0
02164,Catégorie,0,0,0
02165,Locaux Raccordables,5,5,5
02165,Catégorie,5,5,5
02166,Locaux Raccordables,0,0,0
02166,Catégorie,0,0,0
02167,Locaux Raccordables,0,0,0
02167,Catégorie,0,0,0
02168,Locaux Raccordables,0,6,396
02168,Catégorie,0,5,5
02169,Locaux Raccordables,0,0,0
02169,Catégorie,0,0,0
02170,Locaux Raccordables,0,0,0
02170,Catégorie,0,0,0
02171,Locaux Raccordables,0,0,0
02171,Catégorie,0,0,0
02172,Locaux Raccordables,0,0,0
02172,Catégorie,0,0,0
02173,Locaux Raccordables,6295,6301,6611
02173,Catégorie,80,80,80
02174,Locaux Raccordables,0,0,0
02174,Catégorie,0,0,0
02175,Locaux Raccordables,0,0,67
02175,Catégorie,0,0,80
02176,Locaux Raccordables,0,0,0
02176,Catégorie,0,0,0
02177,Locaux Raccordables,0,0,0
02177,Catégorie,0,0,0
02178,Locaux Raccordables,0,0,0
02178,Catégorie,0,0,0
02179,Locaux Raccordables,0,0,0
02179,Catégorie,0,0,0
02180,Locaux Raccordables,0,0,0
02180,Catégorie,0,0,0
02181,Locaux Raccordables,0,0,0
02181,Catégorie,0,0,0
02182,Locaux Raccordables,0,0,0
02182,Catégorie,0,0,0
02183,Locaux Raccordables,0,0,0
02183,Catégorie,0,0,0
02184,Locaux Raccordables,0,0,0
02184,Catégorie,0,0,0
02185,Locaux Raccordables,0,0,0
02185,Catégorie,0,0,0
02186,Locaux Raccordables,0,0,0
02186,Catégorie,0,0,0
02187,Locaux Raccordables,0,0,0
02187,Catégorie,0,0,0
02188,Locaux Raccordables,0,0,0
02188,Catégorie,0,0,0
02189,Locaux Raccordables,0,0,0
02189,Catégorie,0,0,0
02190,Locaux Raccordables,0,239,239
02190,Catégorie,0,80,80
02191,Locaux Raccordables,0,0,0
02191,Catégorie,0,0,0
02192,Locaux Raccordables,0,0,0
02192,Catégorie,0,0,0
02193,Locaux Raccordables,0,0,0
02193,Catégorie,0,0,0
02194,Locaux Raccordables,0,0,0
02194,Catégorie,0,0,0
02195,Locaux Raccordables,0,0,0
02195,Catégorie,0,0,0
02196,Locaux Raccordables,0,0,0
02196,Catégorie,0,0,0
02197,Locaux Raccordables,0,0,0
02197,Catégorie,0,0,0
02198,Locaux Raccordables,0,0,0
02198,Catégorie,0,0,0
02199,Locaux Raccordables,0,0,0
02199,Catégorie,0,0,0
02200,Locaux Raccordables,0,0,0
02200,Catégorie,0,0,0
02201,Locaux Raccordables,0,0,0
02201,Catégorie,0,0,0
02203,Locaux Raccordables,0,0,0
02203,Catégorie,0,0,0
02204,Locaux Raccordables,0,0,0
02204,Catégorie,0,0,0
02205,Locaux Raccordables,0,0,0
02205,Catégorie,0,0,0
02206,Locaux Raccordables,0,0,0
02206,Catégorie,0,0,0
02207,Locaux Raccordables,0,0,0
02207,Catégorie,0,0,0
02208,Locaux Raccordables,0,0,0
02208,Catégorie,0,0,0
02209,Locaux Raccordables,0,0,0
02209,Catégorie,0,0,0
02210,Locaux Raccordables,0,0,0
02210,Catégorie,0,0,0
02211,Locaux Raccordables,0,0,0
02211,Catégorie,0,0,0
02212,Locaux Raccordables,3,3,3
02212,Catégorie,5,5,5
02213,Locaux Raccordables,0,0,0
02213,Catégorie,0,0,0
02214,Locaux Raccordables,20,22,22
02214,Catégorie,80,80,80
02215,Locaux Raccordables,0,0,0
02215,Catégorie,0,0,0
02216,Locaux Raccordables,0,0,0
02216,Catégorie,0,0,0
02217,Locaux Raccordables,0,0,0
02217,Catégorie,0,0,0
02218,Locaux Raccordables,0,0,0
02218,Catégorie,0,0,0
02219,Locaux Raccordables,0,0,0
02219,Catégorie,0,0,0
02220,Locaux Raccordables,0,0,0
02220,Catégorie,0,0,0
02221,Locaux Raccordables,0,0,0
02221,Catégorie,0,0,0
02222,Locaux Raccordables,0,0,0
02222,Catégorie,0,0,0
02223,Locaux Raccordables,0,0,0
02223,Catégorie,0,0,0
02224,Locaux Raccordables,0,0,0
02224,Catégorie,0,0,0
02225,Locaux Raccordables,0,0,0
02225,Catégorie,0,0,0
02226,Locaux Raccordables,0,0,322
02226,Catégorie,0,0,25
02227,Locaux Raccordables,0,0,0
02227,Catégorie,0,0,0
02228,Locaux Raccordables,0,0,0
02228,Catégorie,0,0,0
02229,Locaux Raccordables,0,0,0
02229,Catégorie,0,0,0
02230,Locaux Raccordables,0,0,0
02230,Catégorie,0,0,0
02231,Locaux Raccordables,0,0,0
02231,Catégorie,0,0,0
02232,Locaux Raccordables,0,0,0
02232,Catégorie,0,0,0
02233,Locaux Raccordables,0,0,0
02233,Catégorie,0,0,0
02234,Locaux Raccordables,0,0,0
02234,Catégorie,0,0,0
02235,Locaux Raccordables,0,0,0
02235,Catégorie,0,0,0
02236,Locaux Raccordables,0,0,0
02236,Catégorie,0,0,0
02237,Locaux Raccordables,0,0,0
02237,Catégorie,0,0,0
02238,Locaux Raccordables,0,0,0
02238,Catégorie,0,0,0
02239,Locaux Raccordables,0,0,0
02239,Catégorie,0,0,0
02240,Locaux Raccordables,0,0,0
02240,Catégorie,0,0,0
02241,Locaux Raccordables,0,0,0
02241,Catégorie,0,0,0
02242,Locaux Raccordables,0,0,0
02242,Catégorie,0,0,0
02243,Locaux Raccordables,1263,1378,1406
02243,Catégorie,80,80,80
02244,Locaux Raccordables,0,0,0
02244,Catégorie,0,0,0
02245,Locaux Raccordables,722,740,740
02245,Catégorie,50,50,50
02246,Locaux Raccordables,0,0,0
02246,Catégorie,0,0,0
02248,Locaux Raccordables,0,0,0
02248,Catégorie,0,0,0
02249,Locaux Raccordables,0,0,0
02249,Catégorie,0,0,0
02250,Locaux Raccordables,0,0,0
02250,Catégorie,0,0,0
02251,Locaux Raccordables,0,0,0
02251,Catégorie,0,0,0
02252,Locaux Raccordables,0,0,0
02252,Catégorie,0,0,0
02253,Locaux Raccordables,0,0,0
02253,Catégorie,0,0,0
02254,Locaux Raccordables,0,0,0
02254,Catégorie,0,0,0
02255,Locaux Raccordables,0,0,0
02255,Catégorie,0,0,0
02256,Locaux Raccordables,0,0,0
02256,Catégorie,0,0,0
02257,Locaux Raccordables,0,0,219
02257,Catégorie,0,0,80
02258,Locaux Raccordables,0,0,0
02258,Catégorie,0,0,0
02259,Locaux Raccordables,0,0,183
02259,Catégorie,0,0,80
02260,Locaux Raccordables,0,0,0
02260,Catégorie,0,0,0
02261,Locaux Raccordables,0,0,0
02261,Catégorie,0,0,0
02262,Locaux Raccordables,0,0,0
02262,Catégorie,0,0,0
02263,Locaux Raccordables,0,0,0
02263,Catégorie,0,0,0
02264,Locaux Raccordables,0,0,0
02264,Catégorie,0,0,0
02265,Locaux Raccordables,0,0,0
02265,Catégorie,0,0,0
02266,Locaux Raccordables,0,0,0
02266,Catégorie,0,0,0
02267,Locaux Raccordables,0,0,144
02267,Catégorie,0,0,80
02268,Locaux Raccordables,0,0,0
02268,Catégorie,0,0,0
02269,Locaux Raccordables,0,0,0
02269,Catégorie,0,0,0
02270,Locaux Raccordables,0,0,0
02270,Catégorie,0,0,0
02271,Locaux Raccordables,0,0,0
02271,Catégorie,0,0,0
02272,Locaux Raccordables,0,0,0
02272,Catégorie,0,0,0
02273,Locaux Raccordables,0,0,0
02273,Catégorie,0,0,0
02274,Locaux Raccordables,0,0,0
02274,Catégorie,0,0,0
02275,Locaux Raccordables,0,0,0
02275,Catégorie,0,0,0
02276,Locaux Raccordables,0,0,0
02276,Catégorie,0,0,0
02277,Locaux Raccordables,0,0,0
02277,Catégorie,0,0,0
02278,Locaux Raccordables,0,0,0
02278,Catégorie,0,0,0
02279,Locaux Raccordables,0,0,0
02279,Catégorie,0,0,0
02280,Locaux Raccordables,0,0,0
02280,Catégorie,0,0,0
02281,Locaux Raccordables,0,0,0
02281,Catégorie,0,0,0
02282,Locaux Raccordables,0,0,0
02282,Catégorie,0,0,0
02283,Locaux Raccordables,0,0,0
02283,Catégorie,0,0,0
02284,Locaux Raccordables,0,0,0
02284,Catégorie,0,0,0
02286,Locaux Raccordables,0,0,0
02286,Catégorie,0,0,0
02287,Locaux Raccordables,0,0,0
02287,Catégorie,0,0,0
02288,Locaux Raccordables,0,0,0
02288,Catégorie,0,0,0
02289,Locaux Raccordables,0,0,0
02289,Catégorie,0,0,0
02290,Locaux Raccordables,0,0,0
02290,Catégorie,0,0,0
02291,Locaux Raccordables,0,0,0
02291,Catégorie,0,0,0
02292,Locaux Raccordables,0,0,0
02292,Catégorie,0,0,0
02293,Locaux Raccordables,0,0,277
02293,Catégorie,0,0,80
02294,Locaux Raccordables,0,0,0
02294,Catégorie,0,0,0
02295,Locaux Raccordables,0,0,0
02295,Catégorie,0,0,0
02296,Locaux Raccordables,0,0,0
02296,Catégorie,0,0,0
02297,Locaux Raccordables,0,0,0
02297,Catégorie,0,0,0
02298,Locaux Raccordables,0,0,0
02298,Catégorie,0,0,0
02299,Locaux Raccordables,0,0,0
02299,Catégorie,0,0,0
02301,Locaux Raccordables,0,0,0
02301,Catégorie,0,0,0
02302,Locaux Raccordables,0,0,0
02302,Catégorie,0,0,0
02303,Locaux Raccordables,0,0,0
02303,Catégorie,0,0,0
02304,Locaux Raccordables,1191,1461,1495
02304,Catégorie,50,80,80
02305,Locaux Raccordables,0,0,0
02305,Catégorie,0,0,0
02306,Locaux Raccordables,0,0,0
02306,Catégorie,0,0,0
02307,Locaux Raccordables,0,0,0
02307,Catégorie,0,0,0
02308,Locaux Raccordables,0,0,0
02308,Catégorie,0,0,0
02309,Locaux Raccordables,0,0,0
02309,Catégorie,0,0,0
02310,Locaux Raccordables,0,0,0
02310,Catégorie,0,0,0
02311,Locaux Raccordables,0,0,0
02311,Catégorie,0,0,0
02312,Locaux Raccordables,0,14,14
02312,Catégorie,0,5,5
02313,Locaux Raccordables,3,3,3
02313,Catégorie,5,5,5
02315,Locaux Raccordables,0,0,0
02315,Catégorie,0,0,0
02316,Locaux Raccordables,0,0,70
02316,Catégorie,0,0,80
02317,Locaux Raccordables,0,0,0
02317,Catégorie,0,0,0
02318,Locaux Raccordables,0,0,0
02318,Catégorie,0,0,0
02319,Locaux Raccordables,0,0,0
02319,Catégorie,0,0,0
02320,Locaux Raccordables,0,0,135
02320,Catégorie,0,0,80
02321,Locaux Raccordables,65,66,66
02321,Catégorie,10,10,10
02322,Locaux Raccordables,0,0,0
02322,Catégorie,0,0,0
02323,Locaux Raccordables,0,0,0
02323,Catégorie,0,0,0
02324,Locaux Raccordables,1,1,1
02324,Catégorie,5,5,5
02326,Locaux Raccordables,0,0,0
02326,Catégorie,0,0,0
02327,Locaux Raccordables,0,0,85
02327,Catégorie,0,0,80
02328,Locaux Raccordables,0,0,0
02328,Catégorie,0,0,0
02329,Locaux Raccordables,0,0,0
02329,Catégorie,0,0,0
02330,Locaux Raccordables,0,0,217
02330,Catégorie,0,0,80
02331,Locaux Raccordables,0,0,0
02331,Catégorie,0,0,0
02332,Locaux Raccordables,0,0,0
02332,Catégorie,0,0,0
02333,Locaux Raccordables,0,0,0
02333,Catégorie,0,0,0
02334,Locaux Raccordables,1377,1377,1549
02334,Catégorie,80,80,80
02335,Locaux Raccordables,0,0,0
02335,Catégorie,0,0,0
02336,Locaux Raccordables,0,0,0
02336,Catégorie,0,0,0
02337,Locaux Raccordables,0,0,0
02337,Catégorie,0,0,0
02338,Locaux Raccordables,0,0,0
02338,Catégorie,0,0,0
02339,Locaux Raccordables,0,0,0
02339,Catégorie,0,0,0
02340,Locaux Raccordables,121,157,201
02340,Catégorie,5,5,5
02341,Locaux Raccordables,0,0,0
02341,Catégorie,0,0,0
02342,Locaux Raccordables,0,0,0
02342,Catégorie,0,0,0
02343,Locaux Raccordables,0,0,38
02343,Catégorie,0,0,80
02345,Locaux Raccordables,0,0,0
02345,Catégorie,0,0,0
02346,Locaux Raccordables,0,0,0
02346,Catégorie,0,0,0
02347,Locaux Raccordables,0,0,0
02347,Catégorie,0,0,0
02349,Locaux Raccordables,0,0,0
02349,Catégorie,0,0,0
02350,Locaux Raccordables,0,0,0
02350,Catégorie,0,0,0
02351,Locaux Raccordables,0,0,0
02351,Catégorie,0,0,0
02352,Locaux Raccordables,0,0,1
02352,Catégorie,0,0,5
02353,Locaux Raccordables,0,0,0
02353,Catégorie,0,0,0
02354,Locaux Raccordables,0,0,0
02354,Catégorie,0,0,0
02355,Locaux Raccordables,0,0,0
02355,Catégorie,0,0,0
02356,Locaux Raccordables,0,0,0
02356,Catégorie,0,0,0
02357,Locaux Raccordables,0,0,0
02357,Catégorie,0,0,0
02358,Locaux Raccordables,0,0,0
02358,Catégorie,0,0,0
02359,Locaux Raccordables,213,340,340
02359,Catégorie,25,50,50
02360,Locaux Raccordables,0,0,0
02360,Catégorie,0,0,0
02361,Locaux Raccordables,2602,2735,2742
02361,Catégorie,80,80,80
02362,Locaux Raccordables,0,0,0
02362,Catégorie,0,0,0
02363,Locaux Raccordables,0,0,0
02363,Catégorie,0,0,0
02364,Locaux Raccordables,0,0,0
02364,Catégorie,0,0,0
02366,Locaux Raccordables,0,0,0
02366,Catégorie,0,0,0
02367,Locaux Raccordables,0,0,0
02367,Catégorie,0,0,0
02368,Locaux Raccordables,0,0,0
02368,Catégorie,0,0,0
02369,Locaux Raccordables,0,0,0
02369,Catégorie,0,0,0
02370,Locaux Raccordables,0,0,0
02370,Catégorie,0,0,0
02371,Locaux Raccordables,0,0,0
02371,Catégorie,0,0,0
02372,Locaux Raccordables,0,0,0
02372,Catégorie,0,0,0
02373,Locaux Raccordables,0,0,0
02373,Catégorie,0,0,0
02374,Locaux Raccordables,0,0,0
02374,Catégorie,0,0,0
02375,Locaux Raccordables,0,0,0
02375,Catégorie,0,0,0
02376,Locaux Raccordables,0,0,0
02376,Catégorie,0,0,0
02377,Locaux Raccordables,0,0,0
02377,Catégorie,0,0,0
02378,Locaux Raccordables,0,0,0
02378,Catégorie,0,0,0
02379,Locaux Raccordables,0,0,0
02379,Catégorie,0,0,0
02380,Locaux Raccordables,0,0,0
02380,Catégorie,0,0,0
02381,Locaux Raccordables,0,2516,4209
02381,Catégorie,0,25,80
02382,Locaux Raccordables,0,650,647
02382,Catégorie,0,80,80
02383,Locaux Raccordables,0,0,0
02383,Catégorie,0,0,0
02384,Locaux Raccordables,0,0,0
02384,Catégorie,0,0,0
02385,Locaux Raccordables,0,0,0
02385,Catégorie,0,0,0
02386,Locaux Raccordables,0,0,0
02386,Catégorie,0,0,0
02387,Locaux Raccordables,0,0,0
02387,Catégorie,0,0,0
02388,Locaux Raccordables,0,0,0
02388,Catégorie,0,0,0
02389,Locaux Raccordables,0,0,0
02389,Catégorie,0,0,0
02390,Locaux Raccordables,0,121,121
02390,Catégorie,0,80,80
